filename,sg,verdict,ops,n_ops,nsym
Ge2Mn2_2,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mn2_2_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mn2_2_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mn2_2_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mn2_2_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mn2_2_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Mn2_2_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Mn2_2_x975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge2Mn2_2_y025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge2Mn2_2_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Mn2_2_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Mn2_2_y975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Mn2_2_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mn2_2_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mn2_2_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mn2_3,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge2Mn2_3_st025,Imm2,compensated_FiM_candidate,,0,4
Ge2Mn2_3_st975,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge2Mn2_3_x950,Cm,compensated_FiM_candidate,,0,2
Ge2Mn2_3_x975,Cm,compensated_FiM_candidate,,0,2
Ge2Mn2_3_y050,Cm,compensated_FiM_candidate,,0,2
Ge2Mn2_3_y975,Cm,compensated_FiM_candidate,,0,2
Ge2Mn2_3_z975,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Ge2Mo2_2,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mo2_2_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mo2_2_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mo2_2_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mo2_2_x025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge2Mo2_2_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Mo2_2_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Mo2_2_x975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge2Mo2_2_y025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge2Mo2_2_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Mo2_2_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Mo2_2_y975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge2Mo2_2_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mo2_2_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mo2_2_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Mo2_2_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Ru2_2,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Ru2_2_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Ru2_2_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Ru2_2_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Ru2_2_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Ru2_2_x025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge2Ru2_2_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Ru2_2_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Ru2_2_x975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge2Ru2_2_y025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge2Ru2_2_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Ru2_2_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Ge2Ru2_2_y975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge2Ru2_2_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Ru2_2_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Ru2_2_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2Ru2_2_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Ge2V2_2,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
Ge2V2_2_st950,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
Ge2V2_2_x025,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
Ge2V2_2_x950,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
Ge2V2_2_x975,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
Ge2V2_2_y025,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
Ge2V2_2_y950,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
Ge2V2_2_y975,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
Ge2V2_2_z025,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
Ge2V2_2_z050,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
Ge2V2_2_z950,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
Ge2V2_3,P2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Ge2V2_3_st025,P2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Ge2V2_3_st050,P2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Ge2V2_3_st950,P2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Ge2V2_3_st975,P2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Ge2V2_3_x025,P-1,conventional_AFM_translation,inversion|translation,2,4
Ge2V2_3_x050,P-1,conventional_AFM_translation,inversion|translation,2,4
Ge2V2_3_x950,P-1,conventional_AFM_translation,inversion|translation,2,4
Ge2V2_3_x975,P-1,conventional_AFM_translation,inversion|translation,2,4
Ge2V2_3_y025,P-1,conventional_AFM_translation,inversion|translation,2,4
Ge2V2_3_y050,P-1,conventional_AFM_translation,inversion|translation,2,4
Ge2V2_3_y950,P-1,conventional_AFM_translation,inversion|translation,2,4
Ge2V2_3_y975,P-1,conventional_AFM_translation,inversion|translation,2,4
Ge2V2_3_z025,P2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Ge2V2_3_z050,P2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Ge2V2_3_z950,P2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Ge2V2_3_z975,P2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Ge4V2_1,Imma,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge4V2_1_st025,Imma,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge4V2_1_st050,Imma,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge4V2_1_st950,Imma,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Ge4V2_1_st975,Imma,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Mn2_1,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Mn2_1_st025,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Mn2_1_st050,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Mn2_1_st950,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Mn2_1_st975,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Mn2_1_x025,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Mn2_1_x050,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Mn2_1_x950,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Mn2_1_x975,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Mn2_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Mn2_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Mn2_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Mn2_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Mn2_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Mn2_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Mn2_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Mn2_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Nb2_1,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Nb2_1_st025,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Nb2_1_st050,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Nb2_1_st950,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Nb2_1_st975,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Nb2_1_x025,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Nb2_1_x050,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Nb2_1_x950,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Nb2_1_x975,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Nb2_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Nb2_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Nb2_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Nb2_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Nb2_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Nb2_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Nb2_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Nb2_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Ni2_1,Fdd2,ALTERMAGNET,mirror/rotoinv,2,4
I4Ni2_1_st025,Fdd2,ALTERMAGNET,mirror/rotoinv,2,4
I4Ni2_1_st050,Fdd2,ALTERMAGNET,mirror/rotoinv,2,4
I4Ni2_1_st950,Fdd2,ALTERMAGNET,mirror/rotoinv,2,4
I4Ni2_1_st975,Fdd2,ALTERMAGNET,mirror/rotoinv,2,4
I4Ni2_1_x025,P1,compensated_FiM_candidate,,0,1
I4Ni2_1_x975,P1,compensated_FiM_candidate,,0,1
I4Ni2_1_y025,P1,compensated_FiM_candidate,,0,1
I4Ni2_1_y975,P1,compensated_FiM_candidate,,0,1
I4Ni2_1_z025,Cc,ALTERMAGNET,mirror/rotoinv,1,2
I4Ni2_1_z050,Cc,ALTERMAGNET,mirror/rotoinv,1,2
I4Ni2_1_z950,Cc,ALTERMAGNET,mirror/rotoinv,1,2
I4Ni2_1_z975,Cc,ALTERMAGNET,mirror/rotoinv,1,2
I4Rh2_1,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Rh2_1_x025,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Rh2_1_x050,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Rh2_1_x950,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Rh2_1_x975,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Rh2_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Rh2_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Rh2_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Rh2_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Rh2_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Rh2_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Rh2_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Rh2_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Ti2_1,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Ti2_1_st025,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Ti2_1_st050,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Ti2_1_st975,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Ti2_1_x025,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Ti2_1_x050,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Ti2_1_x950,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Ti2_1_x975,P4_2/mnm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
I4Ti2_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Ti2_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Ti2_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Ti2_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Ti2_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Ti2_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Ti2_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I4Ti2_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
I6Nb2_1,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
I6Nb2_1_st025,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
I6Nb2_1_st050,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
I6Nb2_1_st950,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
I6Nb2_1_st975,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
I6Nb2_1_x025,P-1,compensated_FiM_candidate,,0,2
I6Nb2_1_x975,P-1,compensated_FiM_candidate,,0,2
I6Nb2_1_y025,P-1,compensated_FiM_candidate,,0,2
I6Nb2_1_y975,P-1,compensated_FiM_candidate,,0,2
I6Nb2_1_z025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
I6Nb2_1_z050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
I6Nb2_1_z950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
I6Nb2_1_z975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
In6Mo2_1,Pmmn,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
In6Mo2_1_x950,Pmmn,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
In6Mo2_1_y050,Pmmn,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
In8Mn2_3,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
In8Mn2_3_st025,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
In8Mn2_3_st050,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
In8Mn2_3_st950,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
In8Mn2_3_st975,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
In8Mn2_3_x025,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
In8Mn2_3_x050,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
In8Mn2_3_x950,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
In8Mn2_3_x975,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
In8Mn2_3_y025,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
In8Mn2_3_y050,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
In8Mn2_3_y950,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
In8Mn2_3_y975,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
In8Mn2_3_z025,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
In8Mn2_3_z050,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
In8Mn2_3_z975,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Mn2N2_2,Cm,compensated_FiM_candidate,,0,2
Mn2N2_2_st025,Cm,compensated_FiM_candidate,,0,2
Mn2N2_2_st050,Cm,compensated_FiM_candidate,,0,2
Mn2N2_2_st950,Cm,compensated_FiM_candidate,,0,2
Mn2N2_2_st975,Cm,compensated_FiM_candidate,,0,2
Mn2N2_2_x025,P1,compensated_FiM_candidate,,0,1
Mn2N2_2_x050,P1,compensated_FiM_candidate,,0,1
Mn2N2_2_x950,P1,compensated_FiM_candidate,,0,1
Mn2N2_2_x975,Cm,compensated_FiM_candidate,,0,2
Mn2N2_2_y025,Cm,compensated_FiM_candidate,,0,2
Mn2N2_2_y050,P1,compensated_FiM_candidate,,0,1
Mn2N2_2_y950,P1,compensated_FiM_candidate,,0,1
Mn2N2_2_y975,P1,compensated_FiM_candidate,,0,1
Mn2N2_2_z025,Cm,compensated_FiM_candidate,,0,2
Mn2N2_2_z050,Cm,compensated_FiM_candidate,,0,2
Mn2N2_2_z950,Cm,compensated_FiM_candidate,,0,2
Mn2N2_2_z975,Cm,compensated_FiM_candidate,,0,2
Mn2N2_3,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2N2_3_st025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2N2_3_st050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2N2_3_st950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2N2_3_st975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2N2_3_z025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2N2_3_z050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2N2_3_z950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2N2_3_z975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2N2_7,Cm,conventional_AFM_translation,mirror/rotoinv|translation,2,4
Mn2N2_7_st025,Cm,conventional_AFM_translation,mirror/rotoinv|translation,2,4
