filename,m1_muB,m2_muB,m_total_muB,condition_met
POSCAR_F6Mn2_5_y950,3.797,-3.797,-0.0,True
POSCAR_F6Mn2_5_y975,3.811,-3.811,-0.0,True
POSCAR_F6Mn2_5_z025,3.842,-3.843,-0.0,True
POSCAR_F6Mn2_5_z050,3.862,-3.862,-0.0,True
POSCAR_F6Mn2_5_z950,3.789,-3.789,-0.0,True
POSCAR_F6Mn2_5_z975,3.807,-3.807,-0.0,True
POSCAR_F6Mo2_2,2.689,-2.689,-0.0,True
POSCAR_F6Mo2_2_st025,2.708,-2.708,-0.0,True
POSCAR_F6Mo2_2_st050,2.726,-2.726,-0.0,True
POSCAR_F6Mo2_2_st950,2.641,-2.641,-0.0,True
POSCAR_F6Mo2_2_st975,2.667,-2.667,-0.0,True
POSCAR_F6Mo2_2_x025,2.695,-2.695,-0.0,True
POSCAR_F6Mo2_2_x050,2.701,-2.701,-0.001,True
POSCAR_F6Mo2_2_x950,2.674,-2.673,-0.0,True
POSCAR_F6Mo2_2_x975,2.682,-2.681,-0.0,True
POSCAR_F6Mo2_2_y025,2.695,-2.695,-0.0,True
POSCAR_F6Mo2_2_y050,2.701,-2.7,-0.001,True
POSCAR_F6Mo2_2_y950,2.673,-2.672,-0.001,True
POSCAR_F6Mo2_2_y975,2.682,-2.681,-0.0,True
POSCAR_F6Mo2_2_z025,2.695,-2.695,-0.0,True
POSCAR_F6Mo2_2_z050,2.702,-2.702,-0.0,True
POSCAR_F6Mo2_2_z950,2.674,-2.674,0.0,True
POSCAR_F6Mo2_2_z975,2.682,-2.682,0.0,True
POSCAR_F6Mo2_3,2.692,-2.692,0.0,True
POSCAR_F6Mo2_3_st025,2.712,-2.712,0.0,True
POSCAR_F6Mo2_3_st050,2.73,-2.73,-0.0,True
POSCAR_F6Mo2_3_st950,2.644,-2.644,0.0,True
POSCAR_F6Mo2_3_st975,2.67,-2.67,0.0,True
POSCAR_F6Mo2_3_x025,2.698,-2.698,0.0,True
POSCAR_F6Mo2_3_x050,2.704,-2.704,0.0,True
POSCAR_F6Mo2_3_x950,2.678,-2.678,0.0,True
POSCAR_F6Mo2_3_x975,2.685,-2.685,0.0,True
POSCAR_F6Mo2_3_y025,2.698,-2.698,0.0,True
POSCAR_F6Mo2_3_y050,2.704,-2.704,0.0,True
POSCAR_F6Mo2_3_y950,2.678,-2.678,0.0,True
POSCAR_F6Mo2_3_y975,2.685,-2.685,0.0,True
POSCAR_F6Mo2_3_z025,2.699,-2.699,0.0,True
POSCAR_F6Mo2_3_z050,2.707,-2.707,0.0,True
POSCAR_F6Mo2_3_z950,2.676,-2.676,0.0,True
POSCAR_F6Mo2_3_z975,2.684,-2.684,0.0,True
POSCAR_F6Nb2_1,2.108,-2.107,0.001,True
POSCAR_F6Nb2_1_st025,2.068,-2.068,0.001,True
POSCAR_F6Nb2_1_st050,2.055,-2.055,0.0,True
POSCAR_F6Nb2_1_x025,2.091,-2.086,0.005,True
POSCAR_F6Nb2_1_x050,2.081,-2.072,0.008,True
POSCAR_F6Nb2_1_x975,2.108,-2.137,-0.028,False
POSCAR_F6Nb2_1_y025,2.092,-2.094,-0.001,True
POSCAR_F6Nb2_1_y050,2.067,-2.078,-0.01,True
POSCAR_F6Nb2_1_y950,2.212,-2.098,0.114,False
POSCAR_F6Nb2_1_y975,2.124,-2.113,0.011,False
POSCAR_F6Nb2_1_z025,2.084,-2.083,0.001,True
POSCAR_F6Nb2_1_z050,2.069,-2.068,0.002,True
POSCAR_F6Nb2_1_z950,2.133,-2.189,-0.056,False
POSCAR_F6Nb2_1_z975,2.105,-2.126,-0.022,False
POSCAR_F6Pd2_1,0.698,-0.698,-0.0,True
POSCAR_F6Pd2_1_st025,0.722,-0.722,0.0,True
POSCAR_F6Pd2_1_st050,0.752,-0.752,0.0,True
POSCAR_F6Pd2_1_st950,0.662,-0.662,-0.0,True
POSCAR_F6Pd2_1_st975,0.678,-0.678,-0.0,True
POSCAR_F6Pd2_1_x025,0.705,-0.706,0.0,True
POSCAR_F6Pd2_1_x050,0.714,-0.715,0.001,True
POSCAR_F6Pd2_1_x950,0.69,-0.688,-0.0,True
POSCAR_F6Pd2_1_x975,0.693,-0.692,-0.0,True
POSCAR_F6Pd2_1_y025,0.708,-0.711,-0.002,True
POSCAR_F6Pd2_1_y050,0.718,-0.727,-0.004,True
POSCAR_F6Pd2_1_y950,0.675,-0.677,0.001,True
POSCAR_F6Pd2_1_y975,0.686,-0.686,0.001,True
POSCAR_F6Pd2_1_z025,0.703,-0.701,0.001,True
POSCAR_F6Pd2_1_z050,0.711,-0.704,0.002,True
POSCAR_F6Pd2_1_z950,0.689,-0.693,-0.002,True
POSCAR_F6Pd2_1_z975,0.693,-0.695,-0.001,True
POSCAR_F6Pd2_2,0.685,-0.686,-0.0,True
POSCAR_F6Pd2_2_st025,0.709,-0.709,-0.0,True
POSCAR_F6Pd2_2_st050,0.737,-0.737,-0.0,True
POSCAR_F6Pd2_2_st950,0.649,-0.649,0.0,True
POSCAR_F6Pd2_2_st975,0.666,-0.666,-0.0,True
POSCAR_F6Pd2_2_x025,0.691,-0.691,-0.0,True
POSCAR_F6Pd2_2_x050,0.697,-0.697,-0.0,True
POSCAR_F6Pd2_2_x950,0.676,-0.676,-0.0,True
POSCAR_F6Pd2_2_x975,0.681,-0.681,-0.0,True
POSCAR_F6Pd2_2_y025,0.684,-0.684,-0.0,True
POSCAR_F6Pd2_2_y050,0.683,-0.683,-0.0,True
POSCAR_F6Pd2_2_y950,0.689,-0.689,-0.0,True
POSCAR_F6Pd2_2_y975,0.687,-0.687,-0.0,True
POSCAR_F6Pd2_2_z025,0.702,-0.702,-0.0,True
POSCAR_F6Pd2_2_z050,0.717,-0.717,-0.0,True
POSCAR_F6Pd2_2_z950,0.646,-0.646,0.0,True
POSCAR_F6Pd2_2_z975,0.667,-0.667,-0.0,True
POSCAR_F6Ru2_1,4.112,-4.112,-0.0,True
POSCAR_F6Ru2_1_st025,4.147,-4.147,0.0,True
POSCAR_F6Ru2_1_st050,4.17,-4.17,-0.0,True
POSCAR_F6Ru2_1_st950,3.993,-3.993,0.0,True
POSCAR_F6Ru2_1_st975,4.064,-4.064,0.0,True
POSCAR_F6Ru2_1_x025,4.125,-4.125,0.0,True
POSCAR_F6Ru2_1_x050,4.135,-4.134,0.0,True
POSCAR_F6Ru2_1_x950,4.081,-4.079,0.001,True
POSCAR_F6Ru2_1_x975,4.098,-4.097,0.0,True
POSCAR_F6Ru2_1_y025,4.125,-4.125,-0.0,True
POSCAR_F6Ru2_1_y050,4.134,-4.135,-0.0,True
POSCAR_F6Ru2_1_y950,4.079,-4.081,-0.001,True
POSCAR_F6Ru2_1_y975,4.097,-4.098,-0.0,True
POSCAR_F6Ru2_1_z025,4.125,-4.125,0.0,True
POSCAR_F6Ru2_1_z050,4.136,-4.136,0.0,True
POSCAR_F6Ru2_1_z950,4.081,-4.081,-0.0,True
POSCAR_F6Ru2_1_z975,4.098,-4.098,-0.0,True
POSCAR_F6Ru2_2,4.116,-4.116,0.0,True
POSCAR_F6Ru2_2_st025,4.148,-4.148,0.0,True
POSCAR_F6Ru2_2_st050,4.171,-4.171,-0.0,True
POSCAR_F6Ru2_2_st950,4.005,-4.005,0.0,True
POSCAR_F6Ru2_2_st975,4.07,-4.07,0.0,True
POSCAR_F6Ru2_2_x025,4.129,-4.129,0.0,True
POSCAR_F6Ru2_2_x050,4.14,-4.14,0.0,True
POSCAR_F6Ru2_2_x950,4.085,-4.085,0.0,True
POSCAR_F6Ru2_2_x975,4.101,-4.101,0.0,True
POSCAR_F6Ru2_2_y025,4.127,-4.127,0.0,True
POSCAR_F6Ru2_2_y050,4.136,-4.136,0.0,True
POSCAR_F6Ru2_2_y950,4.086,-4.086,0.0,True
POSCAR_F6Ru2_2_y975,4.102,-4.102,0.0,True
POSCAR_F6Ru2_2_z025,4.127,-4.127,0.0,True
POSCAR_F6Ru2_2_z050,4.136,-4.136,0.0,True
POSCAR_F6Ru2_2_z950,4.086,-4.086,0.0,True
POSCAR_F6Ru2_2_z975,4.102,-4.102,0.0,True
POSCAR_F6Ti2_3,0.903,-0.903,0.0,True
POSCAR_F6Ti2_3_st025,0.912,-0.912,0.0,True
POSCAR_F6Ti2_3_st050,0.919,-0.919,0.0,True
POSCAR_F6Ti2_3_st950,0.881,-0.881,0.0,True
POSCAR_F6Ti2_3_st975,0.893,-0.893,0.0,True
POSCAR_F6Ti2_3_x025,0.906,-0.906,0.0,True
POSCAR_F6Ti2_3_x050,0.909,-0.909,0.0,True
POSCAR_F6Ti2_3_x950,0.897,-0.897,0.0,True
POSCAR_F6Ti2_3_x975,0.9,-0.9,0.0,True
POSCAR_F6Ti2_3_y025,0.905,-0.905,0.0,True
POSCAR_F6Ti2_3_y050,0.908,-0.908,0.0,True
POSCAR_F6Ti2_3_y950,0.899,-0.899,0.0,True
POSCAR_F6Ti2_3_y975,0.901,-0.901,0.0,True
POSCAR_F6Ti2_3_z025,0.907,-0.907,0.0,True
POSCAR_F6Ti2_3_z050,0.91,-0.91,0.0,True
POSCAR_F6Ti2_3_z950,0.895,-0.895,0.0,True
POSCAR_F6Ti2_3_z975,0.899,-0.899,0.0,True
POSCAR_F6Ti2_4,0.909,-0.909,-0.0,True
POSCAR_F6Ti2_4_st025,0.916,-0.916,-0.0,True
POSCAR_F6Ti2_4_st050,0.923,-0.923,-0.0,True
POSCAR_F6Ti2_4_st950,0.891,-0.891,-0.0,True
POSCAR_F6Ti2_4_st975,0.901,-0.901,-0.0,True
POSCAR_F6Ti2_4_x025,0.911,-0.912,-0.001,True
POSCAR_F6Ti2_4_x050,0.913,-0.915,-0.002,True
POSCAR_F6Ti2_4_x950,0.903,-0.902,0.002,True
POSCAR_F6Ti2_4_x975,0.906,-0.906,0.001,True
POSCAR_F6Ti2_4_y025,0.912,-0.911,0.001,True
POSCAR_F6Ti2_4_y050,0.915,-0.913,0.002,True
POSCAR_F6Ti2_4_y950,0.902,-0.903,-0.002,True
POSCAR_F6Ti2_4_y975,0.906,-0.906,-0.001,True
POSCAR_F6Ti2_4_z025,0.911,-0.911,-0.0,True
POSCAR_F6Ti2_4_z050,0.913,-0.913,-0.0,True
POSCAR_F6Ti2_4_z950,0.904,-0.904,-0.0,True
POSCAR_F6Ti2_4_z975,0.907,-0.907,-0.0,True
POSCAR_F6Ti2_6,0.904,-0.904,-0.0,True
POSCAR_F6Ti2_6_st950,0.881,-0.881,-0.0,True
POSCAR_F6Ti2_6_st975,0.894,-0.894,-0.0,True
POSCAR_F6Ti2_6_x025,0.906,-0.906,-0.001,True
POSCAR_F6Ti2_6_x050,0.908,-0.908,-0.001,True
POSCAR_F6Ti2_6_x950,0.899,-0.899,0.001,True
POSCAR_F6Ti2_6_x975,0.901,-0.901,0.0,True
POSCAR_F6Ti2_6_y025,0.905,-0.906,-0.001,True
POSCAR_F6Ti2_6_y050,0.905,-0.908,-0.001,True
POSCAR_F6Ti2_6_y950,0.9,-0.9,0.001,True
POSCAR_F6Ti2_6_y975,0.902,-0.902,0.0,True
POSCAR_F6Ti2_6_z025,0.908,-0.908,0.001,True
POSCAR_F6Ti2_6_z050,0.911,-0.911,0.001,True
POSCAR_F6Ti2_6_z950,0.887,-0.886,-0.001,True
POSCAR_F6Ti2_6_z975,0.897,-0.897,-0.001,True
POSCAR_F6V2_1,1.895,-1.895,-0.0,True
POSCAR_F6V2_1_st025,1.907,-1.907,-0.0,True
POSCAR_F6V2_1_st050,1.919,-1.919,-0.0,True
POSCAR_F6V2_1_st975,1.881,-1.881,-0.0,True
POSCAR_F6V2_1_x050,1.905,-1.909,0.002,True
POSCAR_F6V2_1_x950,1.892,-1.891,0.0,True
POSCAR_F6V2_1_y025,1.898,-1.9,0.0,True
POSCAR_F6V2_1_y050,1.903,-1.904,0.0,True
POSCAR_F6V2_1_y950,1.885,-1.887,-0.0,True
POSCAR_F6V2_1_y975,1.891,-1.89,0.0,True
POSCAR_F6V2_1_z025,1.899,-1.899,-0.0,True
POSCAR_F6V2_1_z050,1.904,-1.904,-0.0,True
POSCAR_F6V2_1_z950,1.892,-1.892,-0.0,True
POSCAR_F6V2_1_z975,1.895,-1.895,-0.0,True
POSCAR_F6V2_2,1.898,-1.898,0.0,True
POSCAR_F6V2_2_st025,1.911,-1.911,0.0,True
POSCAR_F6V2_2_st050,1.923,-1.923,0.0,True
POSCAR_F6V2_2_st950,1.869,-1.869,0.0,True
POSCAR_F6V2_2_st975,1.884,-1.884,0.0,True
POSCAR_F6V2_2_x025,1.903,-1.903,0.0,True
POSCAR_F6V2_2_x050,1.908,-1.908,0.0,True
POSCAR_F6V2_2_x950,1.888,-1.888,0.0,True
POSCAR_F6V2_2_x975,1.893,-1.893,0.0,True
POSCAR_F6V2_2_y025,1.902,-1.902,0.0,True
POSCAR_F6V2_2_y950,1.895,-1.894,-0.0,True
POSCAR_F6V2_2_y975,1.894,-1.894,0.0,True
POSCAR_F6V2_2_z025,1.902,-1.902,0.0,True
POSCAR_F6V2_2_z975,1.894,-1.894,0.0,True
POSCAR_F6Zr2_2,0.75,-0.75,-0.0,True
POSCAR_F6Zr2_2_st025,0.765,-0.765,-0.0,True
POSCAR_F6Zr2_2_st050,0.778,-0.777,-0.0,True
POSCAR_F6Zr2_2_st950,0.707,-0.707,-0.0,True
POSCAR_F6Zr2_2_st975,0.731,-0.731,-0.0,True
POSCAR_F6Zr2_2_x025,0.761,-0.752,0.009,True
POSCAR_F6Zr2_2_x050,0.771,-0.753,0.018,False
POSCAR_F6Zr2_2_x950,0.724,-0.744,-0.02,False
POSCAR_F6Zr2_2_x975,0.738,-0.747,-0.01,True
POSCAR_F6Zr2_2_y025,0.752,-0.761,-0.009,True
POSCAR_F6Zr2_2_y050,0.753,-0.771,-0.018,False
POSCAR_F6Zr2_2_y950,0.744,-0.725,0.02,False
POSCAR_F6Zr2_2_y975,0.748,-0.738,0.009,True
POSCAR_F6Zr2_2_z025,0.753,-0.753,-0.0,True
POSCAR_F6Zr2_2_z050,0.756,-0.756,-0.0,True
POSCAR_F6Zr2_2_z950,0.743,-0.743,0.0,True
POSCAR_F6Zr2_2_z975,0.747,-0.747,0.0,True
POSCAR_F6Zr2_4,0.803,-0.803,-0.0,True
POSCAR_F6Zr2_4_st025,0.807,-0.807,-0.0,True
POSCAR_F6Zr2_4_st050,0.811,-0.811,-0.0,True
POSCAR_F6Zr2_4_st950,0.794,-0.795,-0.0,True
POSCAR_F6Zr2_4_st975,0.799,-0.799,-0.0,True
POSCAR_F6Zr2_4_x025,0.805,-0.805,-0.0,True
POSCAR_F6Zr2_4_x050,0.806,-0.806,-0.0,True
POSCAR_F6Zr2_4_x950,0.798,-0.798,-0.0,True
POSCAR_F6Zr2_4_x975,0.801,-0.801,-0.0,True
POSCAR_F6Zr2_4_y025,0.803,-0.803,-0.0,True
POSCAR_F6Zr2_4_y050,0.804,-0.804,-0.0,True
POSCAR_F6Zr2_4_y950,0.802,-0.803,-0.0,True
POSCAR_F6Zr2_4_y975,0.803,-0.803,-0.0,True
POSCAR_F6Zr2_4_z025,0.805,-0.805,-0.0,True
POSCAR_F6Zr2_4_z050,0.807,-0.807,-0.0,True
POSCAR_F6Zr2_4_z950,0.798,-0.798,-0.0,True
POSCAR_F6Zr2_4_z975,0.801,-0.801,-0.0,True
POSCAR_F8Mn2_1,2.97,-2.97,0.0,True
POSCAR_F8Mn2_1_st025,3.09,-3.09,0.0,True
POSCAR_F8Mn2_1_st050,3.237,-3.237,0.0,True
POSCAR_F8Mn2_1_st950,2.789,-2.789,0.0,True
POSCAR_F8Mn2_1_st975,2.872,-2.872,0.0,True
POSCAR_F8Mn2_1_x025,3.014,-3.005,0.002,True
POSCAR_F8Mn2_1_x050,3.063,-3.046,0.003,True
POSCAR_F8Mn2_1_x950,2.893,-2.912,-0.004,True
POSCAR_F8Mn2_1_x975,2.93,-2.939,-0.002,True
POSCAR_F8Mn2_1_y025,3.006,-3.014,-0.001,True
POSCAR_F8Mn2_1_y050,3.046,-3.063,-0.003,True
POSCAR_F8Mn2_1_y950,2.911,-2.893,0.004,True
POSCAR_F8Mn2_1_y975,2.939,-2.93,0.002,True
POSCAR_F8Mn2_1_z025,3.006,-3.006,-0.0,True
POSCAR_F8Mn2_1_z050,3.045,-3.045,-0.0,True
POSCAR_F8Mn2_1_z950,2.91,-2.91,0.0,True
POSCAR_F8Mn2_1_z975,2.938,-2.938,0.0,True
POSCAR_F8Nb2_3,1.015,-1.016,-0.0,True
POSCAR_F8Nb2_3_st025,1.01,-1.01,-0.0,True
POSCAR_F8Nb2_3_st050,1.009,-1.01,-0.0,True
POSCAR_F8Nb2_3_st950,1.09,-1.09,-0.0,True
POSCAR_F8Nb2_3_st975,1.029,-1.029,-0.0,True
POSCAR_F8Nb2_3_x025,1.012,-1.014,-0.002,True
POSCAR_F8Nb2_3_x050,1.01,-1.012,-0.003,True
POSCAR_F8Nb2_3_x950,1.023,-1.021,0.004,True
POSCAR_F8Nb2_3_x975,1.019,-1.018,0.002,True
POSCAR_F8Nb2_3_y025,1.014,-1.013,0.002,True
POSCAR_F8Nb2_3_y050,1.012,-1.01,0.003,True
POSCAR_F8Nb2_3_y950,1.021,-1.023,-0.004,True
POSCAR_F8Nb2_3_y975,1.018,-1.019,-0.002,True
POSCAR_F8Nb2_3_z025,1.013,-1.014,-0.0,True
POSCAR_F8Nb2_3_z050,1.011,-1.012,-0.0,True
POSCAR_F8Nb2_3_z950,1.024,-1.024,-0.0,True
POSCAR_F8Nb2_3_z975,1.019,-1.019,-0.0,True
POSCAR_F8Ni2_1,2.296,-2.296,-0.0,True
POSCAR_F8Ni2_1_st025,2.265,-2.265,-0.0,True
POSCAR_F8Ni2_1_st050,2.231,-2.231,-0.0,True
POSCAR_F8Ni2_1_st950,2.362,-2.362,-0.0,True
POSCAR_F8Ni2_1_st975,2.327,-2.327,-0.0,True
POSCAR_F8Ni2_1_x025,2.283,-2.286,-0.003,True
POSCAR_F8Ni2_1_x050,2.269,-2.275,-0.004,True
POSCAR_F8Ni2_1_x950,2.326,-2.315,0.009,True
POSCAR_F8Ni2_1_x975,2.31,-2.306,0.004,True
POSCAR_F8Ni2_1_y025,2.286,-2.283,0.002,True
POSCAR_F8Ni2_1_y050,2.275,-2.269,0.004,True
POSCAR_F8Ni2_1_y950,2.315,-2.326,-0.009,True
POSCAR_F8Ni2_1_y975,2.306,-2.31,-0.004,True
POSCAR_F8Ni2_1_z025,2.289,-2.289,-0.0,True
POSCAR_F8Ni2_1_z050,2.282,-2.282,-0.0,True
POSCAR_F8Ni2_1_z950,2.31,-2.31,-0.0,True
POSCAR_F8Ni2_1_z975,2.303,-2.303,-0.0,True
POSCAR_F8V2_1,1.007,-1.007,0.0,True
POSCAR_F8V2_1_st025,1.032,-1.032,0.0,True
POSCAR_F8V2_1_st050,1.061,-1.062,0.0,True
POSCAR_F8V2_1_st950,0.965,-0.965,0.0,True
POSCAR_F8V2_1_st975,0.985,-0.985,0.0,True
POSCAR_F8V2_1_x025,1.016,-1.018,-0.0,True
POSCAR_F8V2_1_x050,1.025,-1.029,-0.001,True
POSCAR_F8V2_1_x950,0.991,-0.988,0.001,True
POSCAR_F8V2_1_x975,0.999,-0.997,0.0,True
POSCAR_F8V2_1_y025,1.015,-1.014,0.0,True
POSCAR_F8V2_1_y050,1.023,-1.021,0.001,True
POSCAR_F8V2_1_y950,0.991,-0.996,-0.001,True
POSCAR_F8V2_1_y975,0.999,-1.001,-0.0,True
POSCAR_F8V2_1_z025,1.014,-1.014,0.0,True
POSCAR_F8V2_1_z050,1.021,-1.021,0.0,True
POSCAR_F8V2_1_z950,0.994,-0.994,0.0,True
POSCAR_F8V2_1_z975,1.0,-1.001,0.0,True
POSCAR_Fe2Ga5_1,2.949,-2.95,-0.002,True
POSCAR_Fe2Ga5_1_st975,2.818,-2.822,-0.004,True
POSCAR_Fe2Ga5_1_x025,2.971,-2.973,-0.004,True
POSCAR_Fe2Ga5_1_x050,2.945,-2.946,-0.001,True
POSCAR_Fe2Ga5_1_x950,2.895,-2.896,-0.002,True
POSCAR_Fe2Ga5_1_x975,2.923,-2.924,-0.001,True
POSCAR_Fe2Ga5_1_y025,2.95,-2.953,-0.004,True
POSCAR_Fe2Ga5_1_y050,2.96,-2.961,-0.001,True
POSCAR_Fe2Ga5_1_y950,2.922,-2.924,-0.003,True
POSCAR_Fe2Ga5_1_y975,2.935,-2.936,-0.001,True
POSCAR_Fe2Ga5_1_z025,2.995,-2.996,-0.002,True
POSCAR_Fe2Ga5_1_z050,3.034,-3.034,-0.001,True
POSCAR_Fe2Ga5_1_z950,2.811,-2.812,-0.001,True
POSCAR_Fe2Ga5_1_z975,2.866,-2.868,-0.003,True
POSCAR_Fe2Ge1_1,2.943,-2.944,-0.001,True
POSCAR_Fe2Ge1_1_st025,3.0,-3.0,0.0,True
POSCAR_Fe2Ge1_1_st050,3.05,-3.05,0.0,True
POSCAR_Fe2Ge1_1_st950,2.806,-2.806,0.0,True
POSCAR_Fe2Ge1_1_st975,2.878,-2.878,-0.001,True
POSCAR_Fe2Ge1_1_x025,2.965,-2.965,0.001,True
POSCAR_Fe2Ge1_1_x050,2.985,-2.985,0.0,True
POSCAR_Fe2Ge1_1_x950,2.894,-2.893,0.001,True
POSCAR_Fe2Ge1_1_x975,2.917,-2.917,0.0,True
POSCAR_Fe2Ge1_1_y025,2.963,-2.963,-0.0,True
POSCAR_Fe2Ge1_1_y050,2.985,-2.985,0.0,True
POSCAR_Fe2Ge1_1_y950,2.893,-2.893,-0.0,True
POSCAR_Fe2Ge1_1_y975,2.917,-2.918,-0.001,True
POSCAR_Fe2Ge1_1_z025,2.958,-2.958,0.0,True
POSCAR_Fe2Ge1_1_z050,2.974,-2.974,0.0,True
POSCAR_Fe2Ge1_1_z950,2.914,-2.916,-0.002,True
POSCAR_Fe2Ge1_1_z975,2.929,-2.929,-0.0,True
POSCAR_Fe2Ge1_2,3.032,-3.031,0.001,True
POSCAR_Fe2Ge1_2_st025,3.082,-3.08,0.001,True
POSCAR_Fe2Ge1_2_st050,3.121,-3.121,0.0,True
POSCAR_Fe2Ge1_2_x025,3.05,-3.045,0.006,True
POSCAR_Fe2Ge1_2_x050,3.064,-3.061,0.003,True
POSCAR_Fe2Ge1_2_x950,2.985,-2.985,-0.001,True
POSCAR_Fe2Ge1_2_x975,3.012,-3.01,0.002,True
POSCAR_Fe2Ge1_2_y025,3.051,-3.05,0.001,True
POSCAR_Fe2Ge1_2_y050,3.071,-3.065,0.006,True
POSCAR_Fe2Ge1_2_y950,2.99,-2.988,0.001,True
POSCAR_Fe2Ge1_2_y975,3.011,-3.011,-0.0,True
POSCAR_Fe2Ge1_2_z025,3.049,-3.047,0.002,True
POSCAR_Fe2Ge1_2_z050,3.063,-3.062,0.0,True
POSCAR_Fe2Ge1_2_z950,3.073,-3.056,0.018,False
POSCAR_Fe2Ge1_2_z975,3.098,-3.094,0.005,True
POSCAR_Fe2Ge2_1,3.1,-3.1,-0.0,True
POSCAR_Fe2Ge2_1_st025,3.172,-3.173,-0.0,True
POSCAR_Fe2Ge2_1_st050,3.225,-3.225,-0.0,True
POSCAR_Fe2Ge2_1_st950,2.882,-2.882,0.0,True
POSCAR_Fe2Ge2_1_st975,3.008,-3.008,-0.0,True
POSCAR_Fe2Ge2_1_x025,3.128,-3.128,-0.0,True
POSCAR_Fe2Ge2_1_x050,3.15,-3.15,-0.0,True
POSCAR_Fe2Ge2_1_x950,3.041,-3.041,-0.0,True
POSCAR_Fe2Ge2_1_x975,3.077,-3.077,-0.0,True
POSCAR_Fe2Ge2_1_y025,3.128,-3.128,-0.0,True
POSCAR_Fe2Ge2_1_y050,3.15,-3.15,-0.0,True
POSCAR_Fe2Ge2_1_y950,3.041,-3.041,-0.0,True
POSCAR_Fe2Ge2_1_y975,3.077,-3.077,-0.0,True
POSCAR_Fe2Ge2_1_z025,3.132,-3.132,-0.0,True
POSCAR_Fe2Ge2_1_z050,3.154,-3.154,-0.0,True
POSCAR_Fe2Ge2_1_z950,3.033,-3.033,-0.0,True
POSCAR_Fe2Ge2_1_z975,3.07,-3.07,-0.0,True
POSCAR_Fe2Ge4_2,3.073,-3.076,-0.004,True
POSCAR_Fe2Ge4_2_st025,3.231,-3.23,0.001,True
POSCAR_Fe2Ge4_2_x950,2.874,-2.874,0.0,True
POSCAR_Fe2Ge4_2_x975,3.018,-3.017,0.001,True
POSCAR_Fe2Ge4_2_y950,2.877,-2.872,0.007,True
POSCAR_Fe2Ge4_2_y975,3.018,-3.018,0.001,True
POSCAR_Fe2Ge4_2_z025,3.104,-3.104,0.0,True
POSCAR_Fe2Ge4_2_z050,3.174,-3.178,-0.006,True
POSCAR_Fe2Ge4_2_z950,2.937,-2.937,0.0,True
POSCAR_Fe2Ge4_2_z975,2.99,-3.002,-0.084,False
POSCAR_Fe2I4_1,3.643,-3.644,-0.0,True
POSCAR_Fe2I4_1_st025,3.676,-3.677,-0.0,True
POSCAR_Fe2I4_1_st050,3.703,-3.703,-0.0,True
POSCAR_Fe2I4_1_st950,3.546,-3.546,-0.0,True
POSCAR_Fe2I4_1_st975,3.601,-3.601,-0.0,True
POSCAR_Fe2I4_1_x025,3.656,-3.656,-0.0,True
POSCAR_Fe2I4_1_x050,3.667,-3.667,-0.0,True
POSCAR_Fe2I4_1_x950,3.614,-3.615,-0.0,True
POSCAR_Fe2I4_1_x975,3.629,-3.63,-0.0,True
POSCAR_Fe2I4_1_y025,3.656,-3.656,-0.0,True
POSCAR_Fe2I4_1_y050,3.667,-3.668,-0.0,True
POSCAR_Fe2I4_1_y950,3.614,-3.614,-0.0,True
POSCAR_Fe2I4_1_y975,3.629,-3.63,-0.0,True
POSCAR_Fe2I4_1_z025,3.654,-3.654,-0.0,True
POSCAR_Fe2I4_1_z050,3.663,-3.663,-0.0,True
POSCAR_Fe2I4_1_z950,3.619,-3.619,-0.0,True
POSCAR_Fe2I4_1_z975,3.632,-3.632,-0.0,True
POSCAR_Fe2N2_1,3.907,-3.907,-0.0,True
POSCAR_Fe2N2_1_st025,3.957,-3.957,0.0,True
POSCAR_Fe2N2_1_st050,3.992,-3.992,0.0,True
POSCAR_Fe2N2_1_st950,3.73,-3.73,-0.0,True
POSCAR_Fe2N2_1_st975,3.834,-3.834,0.0,True
POSCAR_Fe2N2_1_x025,3.916,-3.916,-0.0,True
POSCAR_Fe2N2_1_x050,3.921,-3.921,-0.0,True
POSCAR_Fe2N2_1_x950,3.874,-3.874,0.0,True
POSCAR_Fe2N2_1_x975,3.893,-3.893,0.0,True
POSCAR_Fe2N2_1_y025,3.916,-3.916,0.0,True
POSCAR_Fe2N2_1_y050,3.921,-3.921,0.0,True
POSCAR_Fe2N2_1_y950,3.874,-3.874,-0.0,True
POSCAR_Fe2N2_1_y975,3.893,-3.893,0.0,True
POSCAR_Fe2N2_1_z025,3.941,-3.942,0.0,True
POSCAR_Fe2N2_1_z050,3.971,-3.971,-0.0,True
POSCAR_Fe2N2_1_z950,3.817,-3.817,0.0,True
POSCAR_Fe2N2_1_z975,3.865,-3.865,0.0,True
POSCAR_Fe2O2_8,3.672,-3.672,-0.0,True
POSCAR_Fe2O2_8_st025,3.694,-3.694,-0.0,True
POSCAR_Fe2O2_8_st050,3.712,-3.712,-0.0,True
POSCAR_Fe2O2_8_st950,3.612,-3.612,0.0,True
POSCAR_Fe2O2_8_st975,3.645,-3.645,-0.0,True
POSCAR_Fe2O2_8_x025,3.683,-3.678,0.001,True
POSCAR_Fe2O2_8_x050,3.693,-3.682,0.002,True
POSCAR_Fe2O2_8_x950,3.646,-3.656,-0.003,True
POSCAR_Fe2O2_8_x975,3.659,-3.665,-0.001,True
