mag_atom_name,structure,fermi_level,gamma_avg_meV,band_number,max_split_eV,kx,ky,kz,ion1_tot,ion2_tot,overall_tot
Ag,POSCAR_P2V2_1_x050,9.2517,0.362,18,0.475496,-0.384615,0,0.285714,1.689,-1.69,0
Ag,POSCAR_P2V2_1_x950,10.4455,0.264,17,0.574952,0,-0.307692,0.285714,1.163,-1.163,0
Ag,POSCAR_P2V2_1_x975,10.1072,0.41,17,0.536927,0,-0.307692,0.285714,1.31,-1.311,-0.001
Ag,POSCAR_P2V2_1_y025,9.5241,0.344,18,0.462158,-0.384615,0.384615,0.285714,1.607,-1.607,0
Ag,POSCAR_P2V2_1_y050,9.2509,0.387,17,0.475035,0,-0.384615,0.285714,1.69,-1.69,0
Ag,POSCAR_P2V2_1_y950,10.4464,0.274,17,0.573452,-0.307692,0,0.285714,1.163,-1.163,0
Ag,POSCAR_P2V2_1_y975,10.1068,0.286,17,0.536883,-0.307692,0,0.285714,1.31,-1.31,0
Ag,POSCAR_P2V2_1_z025,9.5492,0.19,17,0.455718,0.307692,0,0.285714,1.557,-1.557,0
Ag,POSCAR_P2V2_1_z050,9.2759,0.246,17,0.420151,-0.384615,0.384615,0.285714,1.648,-1.649,0
Ag,POSCAR_P2V2_1_z950,10.3524,0.245,17,0.502257,-0.307692,0.307692,0.285714,1.269,-1.269,-0.001
Ag,POSCAR_P2V2_1_z975,10.0799,0.199,17,0.509197,-0.307692,0.307692,0.285714,1.356,-1.357,0
Ag,POSCAR_P2V2_2_x025,8.5327,94.287,17,1.123569,0,-0.230769,0.428571,1.867,-1.838,0.01
Ag,POSCAR_P2V2_2_x950,9.5157,169.838,17,0.927832,-0.230769,0,0.428571,1.671,-1.698,-0.003
Ag,POSCAR_P2V2_2_x975,9.1689,101.085,17,0.975166,-0.230769,0,0.428571,1.718,-1.745,-0.009
Ag,POSCAR_P2V2_2_y025,8.5333,94.657,17,1.122978,-0.230769,0,0.428571,1.838,-1.867,-0.01
Ag,POSCAR_P2V2_2_y950,9.5159,169.542,17,0.927636,0,-0.230769,0.428571,1.698,-1.671,0.003
Ag,POSCAR_P2V2_2_y975,9.1684,100.58,17,0.974656,0,-0.230769,0.428571,1.745,-1.718,0.009
Ag,POSCAR_P2V2_2_z025,8.5615,0.329,17,0.954763,-0.230769,0,0.428571,1.851,-1.851,0
Ag,POSCAR_P2V2_2_z050,8.3021,0.417,17,0.850392,-0.230769,0,0.428571,1.908,-1.909,0
Ag,POSCAR_P2V2_2_z950,9.4558,0.333,17,1.059441,0,-0.307692,0.285714,1.64,-1.64,0
Ag,POSCAR_P2V2_2_z975,9.1271,0.313,17,1.072633,0,-0.307692,0.285714,1.719,-1.719,0
Ag,POSCAR_P8V2_2_x025,7.4156,0.579,33,0.272046,0.5,-0.285714,0.285714,2.033,-2.034,0
Ag,POSCAR_P8V2_2_x050,7.0962,0.667,33,0.273072,0.5,-0.285714,0.285714,2.101,-2.102,-0.001
Ag,POSCAR_P8V2_2_x950,8.3171,0.68,33,0.399545,-0.25,0.285714,0.285714,1.798,-1.799,0
Ag,POSCAR_P8V2_2_x975,8.0481,0.712,33,0.348475,-0.25,0.285714,0.285714,1.885,-1.885,0
Ag,POSCAR_P8V2_2_y025,7.3992,0.64,33,0.285515,-0.25,0.285714,0.285714,2.011,-2.011,0
Ag,POSCAR_P8V2_2_y050,7.1004,0.572,33,0.258216,-0.25,0.285714,0.285714,2.061,-2.061,0
Ag,POSCAR_P8V2_2_y950,8.4342,0.778,33,0.338707,0.5,-0.285714,0.285714,1.861,-1.861,0
Ag,POSCAR_P8V2_2_y975,8.0753,0.716,33,0.29797,0.5,-0.285714,0.285714,1.911,-1.912,0
Ag,POSCAR_P8V2_2_z025,7.3964,0.66,33,0.318808,-0.25,0.285714,0.285714,2.009,-2.009,0
Ag,POSCAR_P8V2_2_z050,7.0753,0.738,33,0.333799,-0.25,0.285714,0.285714,2.054,-2.055,0
Ag,POSCAR_P8V2_2_z950,8.4054,0.619,33,0.263208,0.5,-0.285714,0.285714,1.864,-1.864,0
Ag,POSCAR_P8V2_2_z975,8.0526,0.664,33,0.2771,-0.25,0.285714,0.285714,1.913,-1.913,0
Ag,POSCAR_Rh2S4_1_x025,7.8009,0.127,27,0.595836,-0.272727,-0.111111,0.25,0.751,-0.751,0
Ag,POSCAR_Rh2S4_1_x050,7.4653,0.128,27,0.614293,-0.272727,-0.111111,0.25,0.782,-0.782,0
Ag,POSCAR_Rh2S4_1_x950,8.9053,0.11,27,0.568757,0.181818,0,0.25,0.645,-0.645,0
Ag,POSCAR_Rh2S4_1_x975,8.5036,0.155,27,0.577591,0.181818,0,0.25,0.683,-0.683,0
Ag,POSCAR_Rh2S4_1_y025,7.767,0.108,27,0.58132,0.181818,0,0.25,0.738,-0.738,0
Ag,POSCAR_Rh2S4_1_y050,7.3779,0.118,27,0.577724,-0.272727,-0.111111,0.375,0.757,-0.757,0
Ag,POSCAR_Rh2S4_1_y950,8.9454,0.121,27,0.586318,0.272727,0,0.25,0.675,-0.675,0
Ag,POSCAR_Rh2S4_1_y975,8.5334,0.12,27,0.575523,0.272727,0,0.25,0.697,-0.697,0
Ag,POSCAR_Rh2S4_1_z025,7.7179,0.134,27,0.51732,0.181818,0,0.25,0.727,-0.727,0
Ag,POSCAR_Rh2S4_1_z050,7.3019,0.102,27,0.460461,0.181818,0,0.25,0.738,-0.738,0
Ag,POSCAR_Rh2S4_1_z950,9.023,0.118,27,0.747066,-0.272727,-0.111111,0.25,0.695,-0.695,0
Ag,POSCAR_Rh2S4_1_z975,8.5772,0.107,27,0.657629,-0.272727,-0.111111,0.25,0.707,-0.707,0
Ag,POSCAR_Rh2Tl2_1_z950,7.6965,0.174,28,0.023134,-0.2,0.3,0.25,-0.001,-0.002,-0.003
Ag,POSCAR_Rh2Tl2_1_z975,7.3404,2.187,28,0.240681,0.5,0.4,0.25,0.13,-0.13,0
Ag,POSCAR_S2V2_2_x025,7.2369,82.987,19,0.669523,0,0.5,0.428571,2.592,-2.59,0.004
Ag,POSCAR_S2V2_2_x050,7.0644,125.956,19,0.644098,0,0.5,0,2.608,-2.604,0.007
Ag,POSCAR_S2V2_2_x950,8.3752,103.334,19,0.784172,-0.416667,0,0.142857,2.534,-2.539,-0.009
Ag,POSCAR_S2V2_2_x975,8.0318,85.68,19,0.7475,0.5,0,0.428571,2.555,-2.558,-0.004
Ag,POSCAR_S2V2_2_y025,7.24,88.901,19,0.672592,0.5,0,0.428571,2.59,-2.592,-0.004
Ag,POSCAR_S2V2_2_y050,7.0539,128.489,19,0.646479,0.5,0,0,2.604,-2.608,-0.007
Ag,POSCAR_S2V2_2_y950,8.3809,100.579,19,0.780187,0,-0.416667,0.142857,2.539,-2.534,0.008
Ag,POSCAR_S2V2_2_y975,7.8283,80.432,19,0.75198,0,0.5,0.428571,2.558,-2.556,0.004
Ag,POSCAR_S2V2_2_z025,7.2446,3.583,19,0.665911,0.5,0,0.285714,2.596,-2.596,0
Ag,POSCAR_S2V2_3_x975,6.75,0.711,17,0.299189,0,-0.333333,0.142857,2.667,-2.667,0
Ag,POSCAR_S2V2_3_y025,6.1686,0.702,17,0.297145,0,-0.333333,0.142857,2.688,-2.688,0
Ag,POSCAR_S2V2_3_y050,5.8415,0.722,17,0.313463,0,-0.333333,0.142857,2.697,-2.697,0
Ag,POSCAR_S2V2_3_y950,7.109,0.713,18,0.250747,0.25,0,0.142857,2.655,-2.655,0
Ag,POSCAR_S2V2_3_y975,6.75,0.702,17,0.298823,0.333333,0,0.142857,2.667,-2.667,0
Ag,POSCAR_S2V2_3_z025,5.9774,0.744,17,0.277154,-0.333333,0.333333,0.142857,2.686,-2.686,0
Ag,POSCAR_S2V2_3_z050,5.7033,0.726,17,0.26909,-0.333333,0.333333,0.142857,2.694,-2.694,0
Ag,POSCAR_S2V2_3_z950,7.2281,0.767,17,0.279729,-0.333333,0.333333,0.142857,2.659,-2.659,0
Ag,POSCAR_S2V2_3_z975,6.6879,0.774,17,0.281579,-0.333333,0.333333,0.142857,2.669,-2.669,0
Ag,POSCAR_S2V2_4_x025,6.1752,0.374,17,0.417616,-0.181818,0,0.142857,2.654,-2.654,0
Ag,POSCAR_S2V2_4_x050,5.913,0.443,17,0.442621,-0.181818,0,0.142857,2.661,-2.661,0
Ag,POSCAR_S2V2_4_x950,7.128,0.429,17,0.426573,0,-0.181818,0.142857,2.624,-2.624,0
Ag,POSCAR_S2V2_4_x975,6.7678,0.418,17,0.404962,0,-0.181818,0.142857,2.636,-2.636,0
Ag,POSCAR_S2V2_4_y025,6.1786,0.352,17,0.417019,0,-0.181818,0.142857,2.654,-2.654,0
Ag,POSCAR_S2V2_4_y050,5.9164,0.4,17,0.44223,0,-0.181818,0.142857,2.661,-2.661,0
Ag,POSCAR_S2V2_4_y950,7.124,0.538,17,0.427157,-0.181818,0,0.142857,2.624,-2.624,0
Ag,POSCAR_S2V2_4_y975,6.7642,0.464,17,0.405654,-0.181818,0,0.142857,2.636,-2.636,0
Ag,POSCAR_S2V2_4_z025,6.1642,0.172,17,0.341999,-0.181818,0,0.142857,2.661,-2.661,0
Ag,POSCAR_S2V2_4_z050,5.8754,0.185,17,0.306377,-0.181818,0,0.142857,2.674,-2.674,0
Ag,POSCAR_S2V2_4_z950,7.1646,0.228,17,0.485448,-0.181818,0,0.142857,2.607,-2.607,0
Ag,POSCAR_Se2V2_1_x975,5.4485,0.752,17,0.521842,0,0.181818,0.142857,2.68,-2.68,0
Ag,POSCAR_Se2V2_1_y025,4.8735,0.684,17,0.457764,0.181818,-0.181818,0.142857,2.694,-2.694,0
Ag,POSCAR_Se2V2_1_y050,4.8062,0.673,17,0.447925,-0.272727,0,0.142857,2.699,-2.699,0
Ag,POSCAR_Se2V2_1_y950,5.8256,0.703,17,0.555061,-0.181818,0,0.142857,2.672,-2.671,0
Ag,POSCAR_Se2V2_1_y975,5.4487,0.756,17,0.521777,-0.181818,0,0.142857,2.68,-2.68,0
Ag,POSCAR_Se2V2_1_z025,4.985,0.843,17,0.440108,0,0.181818,0.142857,2.701,-2.701,0
Ag,POSCAR_Se2V2_1_z050,4.5438,1.181,17,0.393787,0,0.181818,0.142857,2.712,-2.712,0
Ag,POSCAR_Se2V2_1_z950,5.9775,0.668,17,0.552343,0.181818,-0.181818,0.142857,2.655,-2.655,0
Ag,POSCAR_Se2V2_1_z975,5.4368,0.651,17,0.52079,0.181818,-0.181818,0.142857,2.673,-2.673,0
Ag,POSCAR_Te2V2_1_x025,6.9104,0.14,18,0.324768,0,0.1,0.285714,2.726,-2.726,0
Ag,POSCAR_Te2V2_1_x050,6.575,0.129,18,0.321039,0,0.1,0.285714,2.731,-2.731,0
Ag,POSCAR_Te2V2_1_x950,7.683,0.139,19,0.449707,-0.3,0,0.142857,2.706,-2.706,0
Ag,POSCAR_Te2V2_1_x975,7.4411,0.152,18,0.371775,-0.1,0,0.285714,2.713,-2.713,0
Ag,POSCAR_Te2V2_1_y025,6.911,0.138,18,0.325107,-0.1,0,0.285714,2.726,-2.726,0
Ag,POSCAR_Te2V2_1_y050,6.5756,0.125,18,0.321422,-0.1,0,0.285714,2.731,-2.731,0
Ag,POSCAR_Te2V2_1_y950,7.682,0.138,19,0.449801,0,0.3,0.142857,2.706,-2.706,0
Ag,POSCAR_Te4V2_1_y025,4.6272,14.494,18,0.298128,0,0.5,0.5,2.679,-2.679,0.001
Ag,POSCAR_Te4V2_1_y050,4.5401,26.19,23,0.282071,-0.2,0.166667,0.166667,2.693,-2.693,0.002
Ag,POSCAR_Te4V2_1_y950,5.3907,24.215,23,0.317043,0.2,-0.333333,0.333333,2.623,-2.626,-0.001
Ag,POSCAR_Te4V2_1_y975,5.0757,12.35,23,0.307548,0.2,-0.333333,0.333333,2.645,-2.646,-0.001
Ag,POSCAR_Te4V2_1_z025,4.5868,13.202,18,0.290249,0,0.5,0,2.672,-2.672,-0.001
Ag,POSCAR_As2Ru2_2_x025,8.4693,3.692,19,0.441115,0.083333,-0.333333,0.285714,1.145,-1.152,-0.006
Ag,POSCAR_As2Ru2_2_x050,8.1684,2.315,19,0.455701,0.083333,-0.333333,0.285714,1.246,-1.251,-0.005
Ag,POSCAR_As2Ru2_2_x950,9.567,1.756,19,0.512908,-0.333333,0.083333,0.285714,1.095,-1.091,0.004
Ag,POSCAR_As2Ru2_2_x975,9.1225,0.915,19,0.448862,-0.333333,0.083333,0.285714,1.04,-1.038,0.002
Ag,POSCAR_As2Ru2_2_y025,8.4171,3.062,19,0.418831,-0.416667,0,0.142857,1.085,-1.078,0.006
Ag,POSCAR_As2Ru2_2_y950,9.5839,1.341,19,0.531928,-0.083333,0.333333,0.285714,1.121,-1.122,0
Ag,POSCAR_As2Ru2_2_y975,9.1279,1.118,19,0.472193,0.083333,-0.333333,0.285714,1.044,-1.044,0
Ag,POSCAR_As2Ru2_2_z025,8.4402,1.292,19,0.414503,-0.083333,-0.25,0.285714,1.138,-1.138,0
Ag,POSCAR_As2Ru2_2_z050,8.2078,2.378,19,0.511582,0,0.25,0.285714,1.31,-1.303,0.007
Ag,POSCAR_As2Ru2_2_z950,9.4962,0.743,19,0.412548,0,-0.333333,0.285714,0.865,-0.865,0.001
Ag,POSCAR_As2Ru2_2_z975,9.1291,0.878,19,0.418625,0,-0.333333,0.285714,0.952,-0.952,0
Ag,POSCAR_Bi2Ru2_1_x025,8.8947,0.64,29,0.619216,0,-0.272727,0.285714,1.47,-1.472,-0.001
Ag,POSCAR_Bi2Ru2_1_x050,8.5584,2.394,29,0.596294,0,-0.272727,0.285714,1.537,-1.542,-0.006
Ag,POSCAR_Bi2Ru2_1_x950,9.9066,2.306,29,0.604778,-0.3,0,0.285714,1.152,-1.145,0.006
Ag,POSCAR_Bi2Ru2_1_x975,9.5126,0.523,29,0.579746,-0.3,0.272727,0.285714,1.142,-1.143,-0.001
Ag,POSCAR_Bi2Ru2_1_y025,8.8316,1.627,29,0.612411,-0.3,0.272727,0.285714,1.315,-1.312,0.002
Ag,POSCAR_Bi2Ru2_1_y050,8.5669,1.435,29,0.559903,-0.3,0.272727,0.285714,1.515,-1.511,0.004
Ag,POSCAR_Bi2Ru2_1_y950,9.9894,0.964,29,0.587023,-0.3,0.272727,0.285714,1.319,-1.322,-0.002
Ag,POSCAR_Bi2Ru2_1_y975,9.5988,0.524,29,0.583827,-0.3,0.272727,0.285714,1.35,-1.35,0
Ag,POSCAR_Bi2Ru2_1_z025,8.9176,1.212,28,0.578501,0,0.272727,0.285714,1.49,-1.485,0.005
Ag,POSCAR_Bi2Ru2_1_z050,8.6195,1.097,28,0.595172,0,-0.272727,0.285714,1.565,-1.565,0
Ag,POSCAR_Bi2Ru2_1_z975,9.4978,0.339,29,0.597237,0.3,-0.272727,0.285714,1.14,-1.139,0.001
Ag,POSCAR_Bi2Ti2_1_x050,6.955,0.832,27,0.492975,-0.2,-0.1,0.142857,1.007,-1.008,-0.001
Ag,POSCAR_Bi2Ti2_1_x975,7.8739,2.725,27,0.483644,0.2,0.2,0.285714,0.925,-0.925,0
Ag,POSCAR_Bi2Ti2_1_y025,7.3043,5.54,27,0.477952,0.1,0.2,0.285714,0.972,-0.981,-0.008
Ag,POSCAR_Bi2Ti2_1_y050,6.874,4.028,27,0.523568,0.1,0.2,0.142857,1.024,-1.021,0.003
Ag,POSCAR_Bi2Ti2_1_y950,8.1513,0.316,27,0.481416,0.2,0.2,0.285714,0.911,-0.91,0.001
Ag,POSCAR_Bi2Ti2_1_y975,7.9102,2.851,27,0.459104,0.2,0.2,0.285714,0.916,-0.909,0.007
Ag,POSCAR_Bi2Ti2_1_z025,7.5807,3.639,25,0.483184,-0.3,0.3,0.285714,0.961,-0.961,0
Ag,POSCAR_Bi2Ti2_1_z050,7.3296,0.559,25,0.423308,0,-0.3,0.285714,1.003,-1.003,0
Ag,POSCAR_Bi2Ti2_1_z950,8.4043,0.722,26,0.516323,0,-0.4,0.285714,0.801,-0.802,-0.001
Ag,POSCAR_Bi2Ti2_1_z975,8.1185,0.693,26,0.474665,-0.4,0,0.285714,0.859,-0.86,-0.001
Ag,POSCAR_Bi8Ru2_1_x025,6.9766,0.357,69,0.378504,0.333333,0,0.166667,1.404,-1.403,0.003
Ag,POSCAR_Bi8Ru2_1_x050,6.6927,0.348,69,0.359779,0.333333,0,0.166667,1.514,-1.513,0.002
Ag,POSCAR_Bi8Ru2_1_x975,7.5741,0.252,69,0.368747,-0.333333,0,0.166667,1.127,-1.128,0.001
Ag,POSCAR_Bi8Ru2_1_y050,6.7312,1.802,68,0.388722,0.166667,0,0.333333,1.573,-1.573,0
Ag,POSCAR_Bi8Ru2_1_y975,7.5994,0.201,69,0.297356,0.166667,-0.142857,0.333333,1.15,-1.151,0
Ag,POSCAR_Bi8Ru2_1_z025,6.9771,0.446,69,0.380624,0.166667,0,0.333333,1.402,-1.405,-0.004
Ag,POSCAR_Bi8Ru2_1_z050,6.6925,0.36,69,0.361625,0.166667,0,0.333333,1.513,-1.515,-0.003
Ag,POSCAR_Bi8Ru2_1_z975,7.5728,0.645,69,0.3705,-0.166667,0,0.333333,1.128,-1.124,0.005
Ag,POSCAR_Br4Cu2_1_x025,-0.9759,0.885,17,0.163033,-0.166667,0.5,0.428571,0.492,-0.492,0
Ag,POSCAR_Br4Cu2_1_x050,-1.1038,1.148,17,0.19291,-0.166667,0.5,0.428571,0.495,-0.495,0
Ag,POSCAR_Br4Cu2_1_x950,-0.3136,1.556,19,0.181216,0.166667,-0.333333,0.142857,0.453,-0.453,0
Ag,POSCAR_Br4Cu2_1_x975,-0.6165,1.335,19,0.157311,-0.166667,-0.333333,0.285714,0.472,-0.472,0
Ag,POSCAR_Br4Cu2_1_y025,-0.9768,0.876,19,0.161023,-0.166667,-0.333333,0.285714,0.492,-0.492,0
Ag,POSCAR_Br4Cu2_1_y050,-1.1065,0.993,17,0.189173,0.5,-0.166667,0.428571,0.495,-0.495,0
Ag,POSCAR_Br4Cu2_1_y950,-0.3227,1.53,19,0.179152,-0.333333,0.166667,0.142857,0.453,-0.453,0
Ag,POSCAR_Br4Cu2_1_y975,-0.6262,1.302,19,0.157652,-0.333333,-0.166667,0.285714,0.472,-0.471,0
Ag,POSCAR_Br4Cu2_1_z025,-1.0682,1.09,17,0.160296,0.5,0.166667,0.285714,0.493,-0.493,0
Ag,POSCAR_Br4Cu2_1_z050,-1.1694,1.004,17,0.20599,0.5,0.166667,0.285714,0.498,-0.498,0
Ag,POSCAR_Br4Cu2_1_z950,-0.3747,1.025,18,0.142029,0,0.5,0,0.458,-0.458,0
Ag,POSCAR_Br4Cu2_1_z975,-0.685,1.079,19,0.136771,-0.166667,-0.333333,0.285714,0.473,-0.472,0
Ag,POSCAR_Br4Ru2_1_x025,1.6261,1.166,24,0.473608,0,0.285714,0.285714,3.305,-3.304,0
Ag,POSCAR_Br4Ru2_1_x050,1.4074,1.247,24,0.467284,0,0.285714,0.285714,3.326,-3.325,0
Ag,POSCAR_Br4Ru2_1_x950,2.7554,1.026,26,0.416363,0.2,-0.285714,0.142857,3.223,-3.223,0
Ag,POSCAR_Br4Ru2_1_x975,2.3049,1.072,27,0.481224,-0.4,0.285714,0.285714,3.254,-3.253,0
Ag,POSCAR_Br4Ru2_1_y025,1.7598,1.134,24,0.487517,0,-0.285714,0.285714,3.3,-3.299,0
Ag,POSCAR_Br4Ru2_1_y050,1.4743,1.199,24,0.49405,0,-0.285714,0.285714,3.318,-3.317,0
Ag,POSCAR_Br4Ru2_1_y950,2.5003,0.947,27,0.502956,-0.3,0.142857,0.285714,3.238,-3.237,0
Ag,POSCAR_Br4Ru2_1_y975,2.2016,1.024,27,0.476405,-0.3,0.142857,0.285714,3.26,-3.26,0
Ag,POSCAR_Br4Ru2_1_z025,1.7733,1.142,24,0.485465,0,-0.285714,0.285714,3.301,-3.3,0
Ag,POSCAR_Br4Ru2_1_z050,1.5827,1.128,24,0.469932,0,-0.285714,0.285714,3.319,-3.319,0
Ag,POSCAR_Br4Ru2_1_z950,2.5615,1.05,27,0.499755,-0.3,0.142857,0.285714,3.234,-3.233,0
Ag,POSCAR_Br4Ru2_1_z975,2.2042,1.055,27,0.472305,-0.3,0.142857,0.285714,3.258,-3.258,0
Ag,POSCAR_Cl6Ti2_1_x025,0.9799,11.48,33,0.092967,-0.142857,0.285714,0.142857,0.908,-0.908,-0.001
Ag,POSCAR_Cl6Ti2_1_x050,0.7203,21.966,33,0.107557,-0.142857,0.285714,0.142857,0.914,-0.913,-0.001
Ag,POSCAR_Cl6Ti2_1_x950,1.8856,21.834,33,0.096067,0.285714,-0.142857,0.142857,0.889,-0.89,0.001
Ag,POSCAR_Cl6Ti2_1_x975,1.5964,11.401,33,0.089792,0.285714,-0.142857,0.142857,0.896,-0.897,0.001
Ag,POSCAR_Cl6Ti2_1_y025,0.9799,10.899,33,0.094968,0.285714,-0.142857,0.142857,0.908,-0.908,0.001
Ag,POSCAR_Cl6Ti2_1_y050,0.7205,21.4,33,0.108726,0.285714,-0.142857,0.142857,0.913,-0.914,0.001
Ag,POSCAR_Cl6Ti2_1_y950,1.8883,22.386,33,0.093888,-0.142857,0.285714,0.142857,0.89,-0.889,-0.001
Ag,POSCAR_Cl6Ti2_1_y975,1.5962,11.965,33,0.087789,-0.142857,0.285714,0.142857,0.897,-0.896,-0.001
Ag,POSCAR_Cl6Ti2_1_z025,0.9945,0.53,33,0.067208,0.285714,-0.142857,0.142857,0.909,-0.909,0
Ag,POSCAR_Cl6Ti2_1_z050,0.7302,0.55,29,0.063883,-0.285714,-0.142857,0.428571,0.915,-0.915,0
Ag,POSCAR_Cl6Ti2_1_z950,2.0061,0.452,33,0.124972,0.428571,0,0,0.889,-0.889,0
Ag,POSCAR_Cl6Ti2_1_z975,1.5428,0.454,33,0.100166,0.285714,-0.142857,0.142857,0.896,-0.896,0
Ag,POSCAR_Cl6Zr2_1_x025,2.7551,15.281,33,0.202226,-0.428571,0,0.428571,0.701,-0.701,0.002
Ag,POSCAR_Cl6Zr2_1_x050,2.4675,22.115,33,0.193235,-0.428571,0,0.428571,0.707,-0.707,0.004
Ag,POSCAR_Cl6Zr2_1_x950,3.614,30.903,33,0.277961,0,-0.428571,0.428571,0.671,-0.672,-0.004
Ag,POSCAR_Cl6Zr2_1_x975,3.328,18.23,33,0.25218,0,-0.428571,0.428571,0.683,-0.683,-0.002
Ag,POSCAR_Cl6Zr2_1_y025,2.7602,15.233,33,0.203126,0,-0.428571,0.428571,0.701,-0.701,-0.002
Ag,POSCAR_Cl6Zr2_1_y050,2.468,22.16,33,0.194358,0,-0.428571,0.428571,0.707,-0.707,-0.004
Ag,POSCAR_Cl6Zr2_1_y950,3.6158,31.115,33,0.274605,-0.428571,0,0.428571,0.672,-0.672,0.004
Ag,POSCAR_Cl6Zr2_1_y975,3.3311,18.407,33,0.250667,-0.428571,0,0.428571,0.683,-0.683,0.002
Ag,POSCAR_Cl6Zr2_1_z025,2.6395,0.328,33,0.196574,0,-0.428571,0.428571,0.709,-0.709,0
Ag,POSCAR_Cl6Zr2_1_z050,2.3565,0.256,33,0.177064,0,-0.428571,0.428571,0.723,-0.723,0
Ag,POSCAR_Cl6Zr2_1_z950,4.2415,3.878,33,0.256554,0.428571,0.142857,0.285714,0.054,-0.056,-0.003
Ag,POSCAR_Cl6Zr2_1_z975,3.9814,0.494,33,0.542894,0,-0.428571,0.428571,-0.03,0.03,0
Ag,POSCAR_Cu2F4_1_x025,-0.421,1.847,25,0.519037,-0.461539,-0.222222,0.222222,0.848,-0.848,0
Ag,POSCAR_Cu2F4_1_x050,-0.6871,1.939,25,0.460814,-0.461539,0.222222,0.222222,0.849,-0.849,0
Ag,POSCAR_Cu2F4_1_x950,0.3554,1.699,25,0.437823,0.230769,0.222222,0,0.844,-0.844,0
Ag,POSCAR_Cu2F4_1_x975,0.0494,1.596,25,0.455594,-0.461539,-0.222222,0.222222,0.846,-0.846,0
Ag,POSCAR_Cu2F4_1_y025,-0.5182,1.437,25,0.458266,-0.461539,-0.222222,0.222222,0.85,-0.85,0
Ag,POSCAR_Cu2F4_1_y050,-0.7698,1.406,21,0.435478,-0.153846,0.222222,0.333333,0.852,-0.852,0
Ag,POSCAR_Cu2F4_1_y950,0.4233,1.463,25,0.618937,-0.461539,-0.222222,0.222222,0.841,-0.841,0
Ag,POSCAR_Cu2F4_1_y975,0.1278,1.522,25,0.565551,-0.461539,-0.222222,0.222222,0.844,-0.844,0
Ag,POSCAR_Cu2F4_1_z025,-0.5129,1.399,25,0.459842,-0.461539,-0.222222,0.222222,0.85,-0.85,0
Ag,POSCAR_Cu2F4_1_z050,-0.6622,1.323,21,0.414444,-0.153846,0.222222,0.333333,0.852,-0.852,0
Ag,POSCAR_Cu2F4_1_z950,0.3808,1.634,25,0.619591,-0.461539,-0.222222,0.222222,0.841,-0.841,0
Ag,POSCAR_Cu2F4_1_z975,0.0027,1.572,25,0.565312,-0.461539,-0.222222,0.222222,0.844,-0.844,0
Ag,POSCAR_Cu2F6_1_x025,-1.1821,0.14,23,0.458007,-0.333333,0.222222,0.333333,1.094,-1.094,0
Ag,POSCAR_Cu2F6_1_x050,-1.4194,0.134,23,0.548878,-0.333333,0.333333,0.333333,1.084,-1.084,0
Ag,POSCAR_Cu2F6_1_x950,-0.4947,0.166,23,0.391016,-0.333333,0.444444,0.444444,1.117,-1.117,0
Ag,POSCAR_Cu2F6_1_x975,-0.8026,0.162,23,0.468907,-0.333333,0.222222,0.333333,1.111,-1.111,0
Ag,POSCAR_Cu2F6_1_y025,-1.1795,0.15,23,0.458993,0.333333,0.222222,0.444444,1.096,-1.096,0
Ag,POSCAR_Cu2F6_1_y050,-1.369,0.166,23,0.468621,0.333333,0.333333,0.333333,1.087,-1.087,0
Ag,POSCAR_Cu2F6_1_y950,-0.5848,0.229,23,0.438,0.333333,0.444444,0.111111,1.113,-1.113,0
Ag,POSCAR_Cu2F6_1_y975,-0.7888,0.176,23,0.516522,0.333333,0.444444,0.222222,1.109,-1.109,0
Ag,POSCAR_Cu2F6_1_z025,-1.1798,0.129,23,0.459182,0.333333,0.444444,0.222222,1.096,-1.096,0
Ag,POSCAR_Cu2F6_1_z050,-1.3694,0.16,23,0.468616,0.333333,0.333333,0.333333,1.087,-1.087,0
Ag,POSCAR_Cu2F6_1_z950,-0.5853,0.26,23,0.438065,0.333333,0.111111,0.444444,1.113,-1.113,0
Ag,POSCAR_Cu2F6_1_z975,-0.7893,0.178,23,0.516376,0.333333,0.222222,0.444444,1.109,-1.109,0
Ag,POSCAR_Cu2F6_2_x025,-1.929,5.255,24,0.266759,-0.222222,0.444444,0.5,1.103,-1.103,0
Ag,POSCAR_Cu2F6_2_x050,-2.0393,10.965,24,0.285289,-0.222222,0.444444,0.5,1.095,-1.095,0
Ag,POSCAR_Cu2F6_2_x950,-1.222,12.524,24,0.314263,-0.222222,0.222222,0.375,1.121,-1.12,0
Ag,POSCAR_Cu2F6_2_x975,-1.4849,5.488,24,0.281126,-0.444444,-0.222222,0.375,1.116,-1.116,0
Ag,POSCAR_Cu2F6_2_y025,-1.9289,5.256,24,0.266935,-0.444444,0.222222,0.5,1.103,-1.103,0
Ag,POSCAR_Cu2F6_2_y050,-2.0393,10.965,24,0.285474,-0.444444,0.222222,0.5,1.095,-1.095,0
Ag,POSCAR_Cu2F6_2_y950,-1.2215,12.471,24,0.314543,0.222222,-0.222222,0.375,1.12,-1.121,0
Ag,POSCAR_Cu2F6_2_y975,-1.4851,5.448,24,0.281804,-0.222222,-0.444444,0.375,1.116,-1.116,0
Ag,POSCAR_Cu2F6_2_z025,-1.8317,0.189,24,0.245857,-0.222222,-0.444444,0.375,1.103,-1.103,0
